district,neighborhood,total_listings,avg_price,avg_price_per_m2
 Beykoz , Yalıköy Mah.,8,22027.5,190.0530303030303
 Beykoz , Göksu Mah.,1,19000.0,190.0
 Pendik , Orhangazi Mah.,2,28500.0,189.54545454545456
 Kağıthane , Harmantepe Mah.,42,15547.02380952381,189.20814993936506
 Beykoz , Göztepe Mah.,14,28395.714285714286,189.01022223390643
 Beyoğlu , Halıcıoğlu Mah.,11,17828.18181818182,189.00772954473257
 Pendik , Sanayi Mah.,1,17000.0,188.88888888888889
 Fatih , Aksaray Mah.,17,15627.058823529413,188.51908509967527
 Bayrampaşa , Yenidoğan Mah.,8,16906.25,188.19685431527537
 Esenler , Namık Kemal Mah.,2,17500.0,187.4125874125874
 Eyüpsultan , Merkez Mah.,15,19723.0,187.38913688338914
 Bağcılar , Güneşli Mah.,10,21590.0,186.58000277373276
 Pendik , Çınardere Mah.,7,20071.428571428572,186.5178293539638
 Sultanbeyli , Mehmet Akif Mah.,2,18500.0,185.6470588235294
 Çekmeköy , Ekşioğlu Mah.,7,20940.0,185.484360410831
 Çekmeköy , Mimar Sinan Mah.,11,17220.454545454544,185.45735428510127
 Eyüpsultan , Rami Yeni Mah.,1,12000.0,184.6153846153846
 Sultangazi , Cumhuriyet Mah.,2,31000.0,184.3628987645215
 Başakşehir , Bahçeşehir 1. Kısım Mah.,30,40752.5,184.25753950101162
 Sancaktepe , Emek Mah.,11,16282.272727272728,184.15682329587113
 Sancaktepe , Atatürk Mah.,7,28381.428571428572,183.64555755586147
 Bağcılar , Yavuz Selim Mah.,5,22000.0,183.21637426900583
 Şile , Çavuş Mah.,15,27779.333333333332,183.2086070821815
 Fatih , Şehremini Mah.,52,15548.076923076924,182.8890834087946
 Beykoz , Çamlıbahçe Mah.,8,21375.0,182.5723845120397
 Ataşehir , Yeni Çamlıca Mah.,1,20000.0,181.8181818181818
 Sancaktepe , Sarıgazi Mah.,2,23250.0,181.73981191222572
 Sancaktepe , Osmangazi Mah.,6,15410.0,181.15045248868776
 Beylikdüzü , Yakuplu Mah.,28,15107.5,180.6732340356838
 Esenyurt , Yunus Emre Mah.,2,16250.0,180.55555555555554
 Bağcılar , 100. Yıl Mah.,9,16666.666666666668,180.54549201608023
 Avcılar , Tahtakale Mah.,16,22445.625,180.50758121902828
 Kağıthane , Nurtepe Mah.,10,21235.0,180.29107322416147
 Üsküdar , Zeynep Kamil Mah.,43,15443.837209302326,179.26386834157492
 Şile , Akçakese Mah.,1,17000.0,178.94736842105263
 Ümraniye , Necip Fazıl Mah.,13,19290.0,178.3420138825011
 Esenler , Tuna Mah.,7,16357.142857142857,178.06878306878306
 Bahçelievler , Cumhuriyet Mah.,12,16328.333333333334,178.06534002724416
 Pendik , Kurtköy Mah.,5,17600.0,177.9882251082251
 Beykoz , Yeni Mahalle Mah.,10,20500.0,177.96428571428572
 Zeytinburnu , Telsiz Mah.,14,14367.857142857143,177.8082268678222
 Fatih , Molla Hüsrev Mah.,1,8000.0,177.77777777777777
 Güngören , Tozkoparan Mah.,11,29143.636363636364,177.13988233988232
 Fatih , Koca Mustafapaşa Mah.,46,14125.0,177.01711414277455
 Eyüpsultan , İslambey Mah.,17,18286.764705882353,176.87521888965162
 Fatih , Sümbül Efendi Mah.,32,14859.0625,176.7107056256437
 Büyükçekmece , Türkoba Mah.,1,150000.0,176.47058823529412
 Beykoz , Merkez Mah.,12,15184.166666666666,176.22279689121794
 Esenyurt , Namık Kemal Mah.,2,12500.0,176.13636363636363
 Eyüpsultan , Akşemsettin Mah.,24,17771.25,175.71656619508633
 Büyükçekmece , Sinanoba Mah.,3,23400.0,175.58790519574833
 Çekmeköy , Merkez Mah.,16,18411.875,175.54970683295403
 Pendik , Kaynarca Mah.,12,21602.916666666668,175.23948349582915
 Arnavutköy , Hicret Mah.,1,10500.0,175.0
 Şişli , Halil Rıfat Paşa Mah.,2,17435.0,174.96666666666667
 Esenyurt , Koza Mah.,24,19667.5,174.89371352617124
 Arnavutköy , Hadımköy Mah.,8,19125.0,173.91842532467533
 Kartal , Petroliş Mah.,4,19037.5,173.15583497449882
 Sarıyer , Fatih Sultan Mehmet Mah.,6,17980.0,172.61314828961886
 Esenyurt , Orhan Gazi Mah.,8,15768.75,172.5606039812106
 Kağıthane , Şirintepe Mah.,39,12878.333333333334,172.4215452796544
 Fatih , İskenderpaşa Mah.,10,17184.0,171.90057681063402
 Arnavutköy , Hastane Mah.,3,16666.666666666668,171.62962962962965
 Esenyurt , Zafer Mah.,27,12427.037037037036,171.56844375765218
 Esenler , Davutpaşa Mah.,2,20000.0,171.42857142857144
 Şişli , Mahmut Şevket Paşa Mah.,3,15090.0,171.32722832722834
 Fatih , Topkapı Mah.,7,15847.857142857143,170.64655714655714
 Büyükçekmece , Murat Çeşme Mah.,2,25500.0,170.5952380952381
 Büyükçekmece , Mimaroba Mah.,12,20645.833333333332,170.46005168550425
 Beylikdüzü , Kavaklı Mah.,78,23207.30769230769,170.41428872481546
 Üsküdar , Ahmediye Mah.,12,15045.833333333334,170.10344571006337
 Esenler , Nine Hatun Mah.,9,18444.444444444445,170.00293314267907
 Gaziosmanpaşa , Pazariçi Mah.,3,19333.333333333332,169.49891067538127
 Esenyurt , İnönü Mah.,5,15600.0,169.43068455452357
 Bayrampaşa , Kocatepe Mah.,3,23450.0,168.70772946859904
 Eyüpsultan , Çırçır Mah.,12,16049.166666666666,168.15517057954634
 Ataşehir , İçerenköy Mah.,56,16264.375,167.8281814033921
 Eyüpsultan , Düğmeciler Mah.,5,23528.0,167.70666666666665
 Pendik , Kavakpınar Mah.,8,16401.25,167.45123224728488
 Arnavutköy , Mavigöl Mah.,2,30050.0,167.2549019607843
 Gaziosmanpaşa , Yıldıztabya Mah.,9,13850.555555555555,167.12743003184178
 Gaziosmanpaşa , Merkez Mah.,18,16561.11111111111,167.03170409744686
 Bakırköy , Kartaltepe Mah.,43,20054.53488372093,167.03132381940557
 Ümraniye , Şerifali Mah.,6,30340.0,166.70407958909996
 Büyükçekmece , Bahçelievler Mah.,1,30000.0,166.66666666666666
 Beyoğlu , Yenişehir Mah.,15,11902.666666666666,165.5881259470387
 Maltepe , Feyzullah Mah.,23,20476.521739130436,165.53648532588772
 Ümraniye , Elmalıkent Mah.,3,19333.333333333332,165.5011655011655
 Sancaktepe , Akpınar Mah.,1,19500.0,165.25423728813558
 Kadıköy , Sahrayı Cedit Mah.,15,19216.0,164.6946703738041
 Üsküdar , Mimar Sinan Mah.,12,15122.5,164.42416871921182
 Fatih , Cerrahpaşa Mah.,28,14805.357142857143,163.25607556328865
 Tuzla , Orta Mah.,4,14800.0,163.10515873015873
 Sultangazi , Cebeci Mah.,8,14523.125,162.81836331023638
 Silivri , Ortaköy Mah.,3,75000.0,162.5
 Sultanbeyli , Akşemsettin Mah.,2,19500.0,162.14285714285714
 Avcılar , Üniversite Mah.,13,14707.692307692309,161.7154336891179
 Kartal , Uğur Mumcu Mah.,13,17825.384615384617,161.38292305003182
 Beyoğlu , Keçeci Piri Mah.,3,15055.0,161.08823529411765
 Kartal , Hürriyet Mah.,36,21702.63888888889,161.02407600983938
 Sultangazi , Sultançiftliği Mah.,3,15333.333333333334,160.94771241830065
 Şişli , İzzet Paşa Mah.,11,15409.09090909091,160.93350197984066
 Fatih , Seyyid Ömer Mah.,66,12199.015151515152,160.75301768192546
 Ümraniye , Altınşehir Mah.,4,16562.5,160.65085779759693
 Kartal , Yakacık Çarşı Mah.,8,19010.0,160.38465439226087
 Zeytinburnu , Beştelsiz Mah.,11,15719.09090909091,160.00564780936296
 Silivri , Kadıköy Mah.,1,12000.0,160.0
 Çekmeköy , Cumhuriyet Mah.,5,15249.8,159.95925696594426
 Beykoz , Çiğdem Mah.,7,17494.285714285714,159.84902679020325
 Silivri , Yeni Mah.,41,15537.682926829268,159.45954073402314
 Silivri , Selimpaşa Mah.,19,20093.947368421053,159.3239396097688
 Ümraniye , Hekimbaşı Mah.,2,13000.0,158.92857142857144
 Esenler , Fevzi Çakmak Mah.,11,16483.636363636364,158.80688335685792
 Pendik , Güllü Bağlar Mah.,10,14443.5,158.41303090614235
 Bağcılar , Sancaktepe Mah.,5,25400.0,158.40342938794953
 Bağcılar , Yıldıztepe Mah.,13,17076.923076923078,158.23835689726377
 Bahçelievler , Kocasinan Merkez Mah.,23,16217.826086956522,158.11265726067853
 Avcılar , Cihangir Mah.,71,16162.591549295774,156.63831425083453
 Üsküdar , Kuzguncuk Mah.,7,59335.71428571428,156.31320861678003
 Kartal , Topselvi Mah.,3,13053.333333333334,155.48765432098764
 Ataşehir , Fetih Mah.,4,17837.5,155.31222943722943
 Bağcılar , Yenimahalle Mah.,5,17740.0,155.3113982966924
 Üsküdar , Selami Ali Mah.,14,18860.714285714286,155.0095397629439
 Fatih , Molla Gürani Mah.,22,16613.863636363636,154.9467179476449
 Büyükçekmece , Pınartepe Mah.,13,19665.384615384617,154.93151664123985
 Kağıthane , Gültepe Mah.,26,11500.192307692309,154.70599974600034
 Gaziosmanpaşa , Yenidoğan Mah.,2,14615.0,154.61433756805806
 Pendik , Şeyhli Mah.,2,11612.5,154.59737827715358
 Arnavutköy , Haraççı Mah.,1,17000.0,154.54545454545453
 Gaziosmanpaşa , Bağlarbaşı Mah.,9,14977.777777777777,154.2753094765575
 Kartal , Orta Mah.,6,14075.833333333334,154.15793835793838
 Beykoz , İncirköy Mah.,6,15408.333333333334,153.7953712953713
 Bakırköy , Osmaniye Mah.,13,14187.692307692309,153.62070031527045
 Fatih , Haseki Sultan Mah.,28,13022.142857142857,153.40964456878322
 Fatih , Mevlanakapı Mah.,29,11269.310344827587,153.27404604487714
 Güngören , Akıncılar Mah.,11,16141.818181818182,153.1311072632843
 Arnavutköy , İslambey Mah.,8,13955.625,152.8077807877537
 Avcılar , Gümüşpala Mah.,23,16560.434782608696,152.16404536621513
 Bağcılar , Merkez Mah.,16,14465.625,152.15760389165075
 Kağıthane , Yeşilce Mah.,26,13743.846153846154,151.71275697746688
 Büyükçekmece , Mimar Sinan Merkez Mah.,5,26200.0,151.66199813258635
 Küçükçekmece , Cumhuriyet Mah.,34,16581.617647058825,151.49225178567823
 Beylikdüzü , Dereağzı Mah.,13,30813.846153846152,151.3608545300853
 Gaziosmanpaşa , Yeni Mahalle Mah.,9,14251.111111111111,151.0232733341977
 Bahçelievler , Siyavuşpaşa Mah.,54,15697.962962962964,150.92104859327503
 Ümraniye , Atatürk Mah.,13,13490.0,150.57764738304746
 Güngören , Merkez Mah.,15,15995.0,150.4842310477535
 Küçükçekmece , Mehmet Akif Mah.,11,11930.90909090909,150.43105423987777
 Pendik , Yayalar Mah.,5,21824.0,150.40178621659635
 Esenler , Havaalanı Mah.,2,19000.0,150.0
 Maltepe , Gülensu Mah.,1,18000.0,150.0
 Üsküdar , Valide-i Atik Mah.,18,13442.5,149.74120759414876
 Avcılar , Firuzköy Mah.,11,17312.727272727272,149.52272727272728
 Küçükçekmece , Gültepe Mah.,39,13066.538461538461,149.09963242077876
 Gaziosmanpaşa , Fevzi Çakmak Mah.,5,13384.0,148.94206349206348
 Bağcılar , Fevzi Çakmak Mah.,8,15011.25,148.76936731569083
 Esenler , Mimar Sinan Mah.,2,16000.0,148.1359649122807
 Bayrampaşa , Kartaltepe Mah.,11,13383.636363636364,148.01540069409765
 Küçükçekmece , Beşyol Mah.,7,13642.857142857143,148.00144970268806
 Küçükçekmece , Yarımburgaz Mah.,3,13233.333333333334,146.96296296296296
 Bağcılar , Kazım Karabekir Mah.,5,14224.0,146.48795518207282
 Bahçelievler , Çobançeşme Mah.,7,16282.142857142857,146.04655033655254
 Esenler , Oruçreis Mah.,15,15448.0,145.25947139280473
 Büyükçekmece , Ulus Mah.,1,21000.0,144.82758620689654
 Avcılar , Mustafa Kemal Paşa Mah.,29,14780.689655172413,144.5936138132748
 Maltepe , Zümrütevler Mah.,41,16363.780487804877,144.5824053430059
 Esenyurt , Akevler Mah.,30,14050.5,144.08041910950945
 Esenyurt , Piri Reis Mah.,21,13988.095238095239,144.0748102118262
 Beylikdüzü , Cumhuriyet Mah.,15,17984.333333333332,143.96644983190728
 Esenler , Kemer Mah.,14,14084.285714285714,143.8046218487395
 Beykoz , Elmalı Mah.,1,23000.0,143.75
 Güngören , Sanayi Mah.,5,14642.0,143.71859649122808
 Küçükçekmece , Yeşilova Mah.,44,12789.09090909091,143.71460246427534
 Bahçelievler , Zafer Mah.,20,13094.0,143.3011750941775
 Küçükçekmece , Cennet Mah.,34,13559.558823529413,142.94502418578296
 Zeytinburnu , Nuripaşa Mah.,6,19166.666666666668,142.93002136752136
 Büyükçekmece , Kamiloba Mah.,3,10500.0,142.73504273504273
 Beykoz , Ortaçeşme Mah.,9,16643.333333333332,142.37991822991822
 Kağıthane , Hürriyet Mah.,32,18348.125,142.26851106824984
 Esenyurt , Cumhuriyet Mah.,24,17790.625,142.0735684385985
 Büyükçekmece , Dizdariye Mah.,2,17500.0,141.55844155844156
 Küçükçekmece , Atatürk Mah.,6,11211.666666666666,141.44729344729345
 Gaziosmanpaşa , Sarıgöl Mah.,6,11251.666666666666,141.09330866849663
 Bağcılar , Kirazlı Mah.,10,14682.0,141.0101791019438
 Eyüpsultan , Sakarya Mah.,5,15127.0,140.99059829059829
 Pendik , Güzelyalı Mah.,10,20052.5,140.66806816372033
 Esenyurt , Mehterçeşme Mah.,32,13591.5625,140.63265065929298
 Bağcılar , İnönü Mah.,9,14628.333333333334,140.51614094157952
 Tuzla , Aydınlı Mah.,11,14631.363636363636,140.04180393483867
 Sultanbeyli , Hamidiye Mah.,1,14000.0,140.0
 Esenyurt , Akçaburgaz Mah.,15,14021.333333333334,139.57626687038453
 Küçükçekmece , Kanarya Mah.,18,13044.444444444445,139.54154657059803
 Zeytinburnu , Seyitnizam Mah.,31,16666.451612903227,139.52106725194795
 Arnavutköy , Yeniköy Mah.,1,19500.0,139.28571428571428
 Beylikdüzü , Barış Mah.,25,18668.4,138.92388587939126
 Bayrampaşa , Orta Mah.,10,17550.0,138.69320140643669
 Bayrampaşa , Altıntepsi Mah.,13,11390.0,138.47186340226946
 Sultangazi , Yayla Mah.,1,9000.0,138.46153846153845
 Başakşehir , Altınşehir Mah.,11,14386.363636363636,138.43579468960232
 Esenyurt , Barbaros Hayrettin Paşa Mah.,27,14880.925925925925,137.98330652434475
 Ümraniye , İnkılap Mah.,4,16435.0,136.8397435897436
 Küçükçekmece , Fevzi Çakmak Mah.,14,13306.07142857143,135.556563978657
 Silivri , Gümüşyaka Mah.,4,11541.25,135.32478070175438
 Bağcılar , Demirkapı Mah.,17,14427.35294117647,135.22913501695314
 Sancaktepe , Yunus Emre Mah.,1,25000.0,135.13513513513513
 Bağcılar , Çınar Mah.,5,14848.0,134.48
 Pendik , Çamçeşme Mah.,6,13660.0,133.97774830533453
 Pendik , Fevzi Çakmak Mah.,14,13700.92857142857,132.92446309569843
 Avcılar , Denizköşkler Mah.,57,13773.684210526315,132.63627059815562
 Pendik , Yeni Mah.,4,14162.5,132.36140412564464
 Kadıköy , Eğitim Mah.,11,13362.636363636364,132.26080475080474
 Esenyurt , Yenikent Mah.,3,12553.333333333334,132.12136752136752
 Ümraniye , Parseller Mah.,3,30173.333333333332,132.11580334234796
 Esenyurt , Battalgazi Mah.,2,12500.0,131.3131313131313
 Ümraniye , Site Mah.,3,19900.0,131.2962962962963
 Sultangazi , İsmetpaşa Mah.,5,16350.0,131.25604395604395
 Güngören , Güneştepe Mah.,4,15557.5,131.19361152756954
 Arnavutköy , Anadolu Mah.,12,12044.166666666666,131.07616602237346
 Beylikdüzü , Adnan Kahveci Mah.,56,18660.446428571428,130.94599146003375
 Sancaktepe , Yenidoğan Mah.,4,12562.5,130.52696078431373
 Kadıköy , Koşuyolu Mah.,3,8610.0,130.45384615384617
 Silivri , Piri Mehmet Paşa Mah.,6,14030.0,130.34524886877827
 Güngören , Güven Mah.,9,14065.555555555555,128.66997888827052
 Gaziosmanpaşa , Karlıtepe Mah.,8,11861.25,128.57804834054835
 Şile , İsaköy Mah.,1,45000.0,128.57142857142858
 Küçükçekmece , İstasyon Mah.,21,13130.238095238095,128.08545368448978
 Sancaktepe , Fatih Mah.,14,14412.142857142857,127.94270722846038
 Üsküdar , Burhaniye Mah.,11,24402.272727272728,126.68202714912509
 Küçükçekmece , Tevfik Bey Mah.,12,12475.0,125.74734901536372
 Silivri , Alibey Mah.,6,14699.166666666666,125.0456429535377
 Bağcılar , Fatih Mah.,7,14525.714285714286,124.31545345410892
 Zeytinburnu , Çırpıcı Mah.,12,11585.833333333334,124.260348583878
 Esenler , Kazım Karabekir Mah.,8,13522.5,123.94356094185568
 Bağcılar , Kemalpaşa Mah.,3,12333.333333333334,123.54591668317158
 Büyükçekmece , Güzelce Mah.,5,17640.0,122.97435897435898
 Üsküdar , Selimiye Mah.,4,11075.0,122.56385448916409
 Kartal , Yunus Mah.,2,14675.0,122.23333333333333
 Bakırköy , Yeşilyurt Mah.,5,10670.0,122.11801120448179
 Silivri , Alipaşa Mah.,6,10803.333333333334,121.89053554238232
 Esenyurt , Güzelyurt Mah.,27,11891.111111111111,121.59789909826583
 Beylikdüzü , Gürpınar Mah.,23,12651.521739130434,121.00330589416266
 Küçükçekmece , Sultan Murat Mah.,5,17616.0,120.96442307692307
 Silivri , Mimar Sinan Mah.,21,11317.142857142857,120.77315887259495
 Başakşehir , Güvercintepe Mah.,14,11698.57142857143,120.21811381117699
 Büyükçekmece , Fatih Mah.,21,15521.42857142857,120.11137453294248
 Esenyurt , Saadetdere Mah.,10,11558.0,118.81626971599613
 Pendik , Velibaba Mah.,4,14233.75,118.68091630591631
 Bahçelievler , Fevzi Çakmak Mah.,4,12292.5,118.63228999464955
 Ümraniye , Mehmet Akif Mah.,5,14280.0,118.55921787297908
 Esenyurt , Selahaddin Eyyubi Mah.,9,12120.555555555555,118.05417994814908
 Arnavutköy , Arnavutköy Merkez Mah.,6,12980.833333333334,118.01298701298701
 Esenyurt , Aşık Veysel Mah.,4,11331.25,117.87340683035043
 Esenler , Fatih Mah.,14,11710.357142857143,116.83967777282236
 Çekmeköy , Reşadiye Mah.,1,105000.0,116.66666666666667
 Esenyurt , Yeşilkent Mah.,36,11454.444444444445,116.27685642439474
 Bayrampaşa , Muratpaşa Mah.,9,11101.111111111111,115.84516847674743
 Esenyurt , Gökevler Mah.,15,11694.666666666666,115.63574859110143
 Sultanbeyli , Abdurrahmangazi Mah.,1,18500.0,115.625
 Avcılar , Ambarlı Mah.,29,11564.620689655172,115.3915076974042
 Sultanbeyli , Necip Fazıl Mah.,1,15000.0,115.38461538461539
 Beyoğlu , Kadımehmet Efendi Mah.,2,8075.0,115.28571428571429
 Silivri , Sancaktepe Mah.,2,57500.0,115.0
 Ümraniye , Esenşehir Mah.,5,11622.0,114.91370172311349
 Kartal , Yukarı Mah.,3,13410.333333333334,114.26208229770782
 Gaziosmanpaşa , Kazım Karabekir Mah.,4,11535.0,113.64858732250036
 Esenyurt , Mehmet Akif Ersoy Mah.,28,11053.57142857143,112.76540051816814
 Esenyurt , Hürriyet Mah.,9,13361.666666666666,112.74421594487383
 Sarıyer , Çamlıtepe Mah.,2,5080.0,112.56565656565657
 Pendik , Ahmet Yesevi Mah.,2,10125.0,111.84640522875817
 Esenyurt , Sultaniye Mah.,6,10286.666666666666,111.29246411483253
 Arnavutköy , Yavuz Selim Mah.,1,15000.0,111.11111111111111
 Sarıyer , Poligon Mah.,4,13912.5,110.66860925161025
 Tuzla , Aydıntepe Mah.,5,13045.0,109.87113150007886
 Arnavutköy , Mustafa Kemal Paşa Mah.,4,9852.5,109.54807692307692
 Sancaktepe , İnönü Mah.,2,13080.0,109.13333333333333
 Çekmeköy , Hamidiye Mah.,4,12521.25,107.88346153846153
 Esenyurt , Atatürk Mah.,5,11300.0,107.18181818181817
 Esenyurt , Süleymaniye Mah.,11,9802.545454545454,106.02953600172852
 Kartal , Gümüşpınar Mah.,4,13611.25,105.73528554778555
 Bayrampaşa , Terazidere Mah.,4,10106.25,105.58446584375378
 Sultanbeyli , Battalgazi Mah.,2,9125.0,105.57708871662359
 Sancaktepe , Safa Mah.,3,7811.666666666667,103.76908212560386
 Büyükçekmece , Celaliye Mah.,3,17725.0,103.50694444444446
 Esenyurt , Şehitler Mah.,4,12250.0,103.37301587301587
 Bahçelievler , Şirinevler Mah.,39,10964.615384615385,102.54364867239758
 Sultangazi , 50. Yıl Mah.,3,54730.0,102.33903133903134
 Tuzla , Cami Mah.,3,12466.666666666666,101.68831168831169
 Sultangazi , 75. Yıl Mah.,3,9143.333333333334,101.26410256410257
 Sultangazi , Zübeyde Hanım Mah.,4,8662.5,101.06398809523809
 Fatih , Binbirdirek Mah.,1,8000.0,100.0
 Büyükçekmece , Atatürk Mah.,19,14239.736842105263,97.48222366014598
 Sultanbeyli , Mimar Sinan Mah.,7,11927.142857142857,96.9946924345336
 Sultanbeyli , Adil Mah.,9,15531.111111111111,96.58731377854399
 Esenyurt , Bağlarçeşme Mah.,6,10468.333333333334,96.25717792250974
 Güngören , Mareşal Çakmak Mah.,7,10256.42857142857,95.290887475098
 Esenyurt , Pınar Mah.,11,7278.181818181818,94.85173602217597
 Sancaktepe , Kemal Türkler Mah.,4,9750.0,94.18370681605975
 Tuzla , İçmeler Mah.,3,10130.0,93.84846524914435
 Esenyurt , İncirtepe Mah.,8,10153.75,92.99196950710109
 Esenyurt , Talatpaşa Mah.,17,9859.70588235294,92.70236483871048
 Esenler , Turgut Reis Mah.,6,12778.333333333334,92.54121513925435
 Esenyurt , Üçevler Mah.,21,8924.047619047618,91.14392633486733
 Küçükçekmece , Yeni Mahalle Mah.,12,7845.416666666667,91.0352699337413
 Bayrampaşa , Vatan Mah.,2,6860.0,91.0
 Esenyurt , Necip Fazıl Kısakürek Mah.,12,10443.333333333334,90.8485398782009
 Pendik , Esenler Mah.,6,12538.333333333334,90.82668845315904
 Bağcılar , Yenigün Mah.,3,11886.666666666666,87.87174833635815
 Arnavutköy , Taşoluk Mah.,2,15085.0,84.22807017543859
 Fatih , Katip Kasım Mah.,2,7565.0,84.05555555555556
 Esenyurt , Örnek Mah.,4,10035.0,83.58564814814815
 Esenyurt , Balıkyolu Mah.,10,7788.0,82.39810966810967
 Eyüpsultan , Esentepe Mah.,7,7307.142857142857,80.88037639298143
 Bağcılar , Barbaros Mah.,3,9490.0,76.75762527233115
 Esenyurt , Ardıçlı Mah.,6,7220.833333333333,76.48536405115352
 Çekmeköy , Alemdağ Mah.,6,7835.0,76.40698893974066
 Avcılar , Yeşilkent Mah.,6,8788.333333333334,76.31943955485146
 Esenyurt , Fatih Mah.,10,7477.0,74.0934029668304
 Esenyurt , Mevlana Mah.,5,10822.0,73.6042347247429
 Küçükçekmece , Kemalpaşa Mah.,7,6396.428571428572,72.61500352446645
 Bahçelievler , Hürriyet Mah.,11,5667.727272727273,70.76249174176982
 Arnavutköy , Boğazköy İstiklal Mah.,4,13840.0,69.61728971962617
 Sultanbeyli , Hasanpaşa Mah.,2,7600.0,68.92727272727274
 Ümraniye , Tepeüstü Mah.,3,6810.0,68.05723905723906
 Bağcılar , Bağlar Mah.,5,7032.0,67.62770350564467
 Tuzla , İstasyon Mah.,6,10095.0,66.68533495490017
 Bağcılar , Hürriyet Mah.,5,7017.0,61.92939153439154
 Beyoğlu , Piyalepaşa Mah.,3,4766.666666666667,59.25925925925926
 Beykoz , Akbaba Mah.,3,2160.0,58.96856520385932
 Büyükçekmece , Cumhuriyet Mah.,3,13550.0,56.925925925925924
 Maltepe , Gülsuyu Mah.,1,8500.0,56.666666666666664
 Ümraniye , Topağacı Mah.,2,5125.0,56.33680555555556
 Beyoğlu , Kulaksız Mah.,4,5146.25,54.478217602830604
 Pendik , Esenyalı Mah.,5,6342.0,52.963247863247865
 Esenyurt , Çınar Mah.,8,4818.75,49.63387262462339
 Zeytinburnu , Yeşiltepe Mah.,3,5133.333333333333,46.676767676767675
 Beykoz , Yavuz Selim Mah.,1,5500.0,45.833333333333336
 Beykoz , Öğümce Mah.,1,250000.0,45.45454545454545
 Şile , Çayırbaşı Mah.,1,3575.0,42.05882352941177
 Silivri , Cumhuriyet Mah.,4,5132.5,38.1972101972102
 Şile , Hacıllı Mah.,1,200000.0,36.36363636363637
 Büyükçekmece , Ekinoba Mah.,4,4720.0,35.949475524475524
 Esenyurt , Osmangazi Mah.,3,4440.0,34.52480620155038
 Beykoz , İshaklı Mah.,1,40000.0,30.76923076923077
 Tuzla , Fatih Mah.,1,1475.0,27.830188679245282
 Beyoğlu , Emekyemez Mah.,1,600.0,6.666666666666667
 Beşiktaş , Balmumcu Mah.,1,360.0,5.142857142857143
 Arnavutköy , Tayakadın Mah.,1,450.0,5.0
 Çekmeköy , Nişantepe Mah.,7,379.2857142857143,4.379256715547753
 Sarıyer , Darüşşafaka Mah.,1,670.0,3.7222222222222223
 Ataşehir , Mimar Sinan Mah.,1,200.0,3.0303030303030303
 Başakşehir , Şamlar Mah.,1,450.0,3.0
 Büyükçekmece , Yenimahalle Mah.,2,235.0,2.5714285714285716
 Sarıyer , Bahçeköy Kemer Mah.,2,300.0,2.5
 Pendik , Sülüntepe Mah.,2,250.0,2.3947368421052633
 Sultanbeyli , Fatih Mah.,1,215.0,2.388888888888889
 Sultanbeyli , Orhangazi Mah.,1,230.0,2.3
 Beyoğlu , Fetihtepe Mah.,1,200.0,2.2222222222222223
 Gaziosmanpaşa , Şemsipaşa Mah.,2,232.5,2.201388888888889
 Arnavutköy , Mareşal Fevzi Çakmak Mah.,1,580.0,2.1481481481481484
 Beylikdüzü , Beylikdüzü OSB Mah.,1,180.0,2.0
 Sarıyer , Ptt Evleri Mah.,1,250.0,2.0
 Esenyurt , Akşemseddin Mah.,2,185.0,1.8023809523809522
 Eyüpsultan , Ağaçlı Mah.,1,400.0,1.6666666666666667
